;;;;;;;;;;;;;;
;;;;Memorial de Cálculo - Faturamento IP Estimada;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;MUNICÍPIO;ITAIBA;;;;BASE LEGAL - REN 888/2020 - Artº 24-B, parágrafo 1º;;;;;
;;;;MÊS - ANO;JANEIRO/2023;;;;;;;;;
;;;;QTD. DIAS;31;;;;;;;;;
;;;;QTD. LÂMPADAS;1587;;;;;;;;;
;;;;QTD. POSTE COM IP;1479;;;;;;;;;
;;;;CONSUMO LÂMPADAS - KWH;68672.61719457671;;;;;;;;;
;;;;CONSUMO FOTOCÉLULA - KWH;629.5960424400001;;;;;;;;;
;;;;CONSUMO  TOTAL - KWH;69302.21323701671;;;;;;;;;
;;;;CONTA CONTRATO;4001821046;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;MUNICIPIO;TIPO_LAMPADA_SIGLA;POTENCIA;PERDA_REATOR;QTD_LAMPADA;POTENCIA_TOTAL;QTD_DIAS;HORAS_DIARIAS;DIC;HORAS_MENSAIS;CONSUMO_kWh
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;400;38;9;3942;31;11.46666666666667;1.4494;354.7419666666667;1398.3928326
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;400;38;1;438;31;11.46666666666667;1.4494;354.7419666666667;155.3769814
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;400;38;4;1752;31;11.46666666666667;1.4494;354.7419666666667;621.5079256000001
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;400;38;1;438;31;11.46666666666667;1.4494;354.7419666666667;155.3769814
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;250;30;22;6160;31;11.46666666666667;1.4494;354.7419666666667;2185.210514666667
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;250;30;140;39200;31;11.46666666666667;1.4494;354.7419666666667;13905.88509333334
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;250;30;1;280;31;11.46666666666667;1.4494;354.7419666666667;99.32775066666667
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;250;30;7;1960;31;11.46666666666667;1.4494;354.7419666666667;695.2942546666668
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;150;22;6;1032;31;11.46666666666667;1.4494;354.7419666666667;366.0937096000001
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;70;14;39;3276;31;11.46666666666667;1.4494;354.7419666666667;1162.1346828
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;70;14;9;756;31;11.46666666666667;1.4494;354.7419666666667;268.1849268
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;70;14;214;17976;31;11.46666666666667;1.4494;354.7419666666667;6376.8415928
JANEIRO/2023;4001821046;1479;;ITAIBA;VS;70;14;17;1428;31;11.46666666666667;1.4494;354.7419666666667;506.5715284000001
JANEIRO/2023;4001821046;1479;;ITAIBA;VP;400;38;2;876;31;11.46666666666667;1.4494;354.7419666666667;310.7539628000001
JANEIRO/2023;4001821046;1479;;ITAIBA;VP;250;30;39;10920;31;11.46666666666667;1.4494;354.7419666666667;3873.782276000001
JANEIRO/2023;4001821046;1479;;ITAIBA;VP;250;30;1;280;31;11.46666666666667;1.4494;354.7419666666667;99.32775066666667
JANEIRO/2023;4001821046;1479;;ITAIBA;VP;150;22;1;172;31;11.46666666666667;1.4494;354.7419666666667;61.01561826666667
JANEIRO/2023;4001821046;1479;;ITAIBA;VP;150;22;6;1032;31;11.46666666666667;1.4494;354.7419666666667;366.0937096000001
JANEIRO/2023;4001821046;1479;;ITAIBA;VP;70;14;37;3108;31;11.46666666666667;1.4494;354.7419666666667;1102.5380324
JANEIRO/2023;4001821046;1479;;ITAIBA;VP;70;14;5;420;31;11.46666666666667;1.4494;354.7419666666667;148.991626
JANEIRO/2023;4001821046;1479;;ITAIBA;VP;70;14;10;840;31;11.46666666666667;1.4494;354.7419666666667;297.983252
JANEIRO/2023;4001821046;1479;;ITAIBA;VM;250;27.8;1;277.8;31;11.46666666666667;1.4494;354.7419666666667;98.54731834000002
JANEIRO/2023;4001821046;1479;;ITAIBA;VM;250;27.8;17;4722.6;31;11.46666666666667;1.4494;354.7419666666667;1675.30441178
JANEIRO/2023;4001821046;1479;;ITAIBA;VM;80;10.9;38;3454.2;31;11.46666666666667;1.4494;354.7419666666667;1225.34970126
JANEIRO/2023;4001821046;1479;;ITAIBA;VM;80;10.9;13;1181.7;31;11.46666666666667;1.4494;354.7419666666667;419.1985820100001
JANEIRO/2023;4001821046;1479;;ITAIBA;VM;80;10.9;135;12271.5;31;11.46666666666667;1.4494;354.7419666666667;4353.216043950001
JANEIRO/2023;4001821046;1479;;ITAIBA;VM;80;10.9;1;90.9;31;11.46666666666667;1.4494;354.7419666666667;32.24604477000001
JANEIRO/2023;4001821046;1479;;ITAIBA;PL;35;0;3;105;31;11.46666666666667;1.4494;354.7419666666667;37.24790650000001
JANEIRO/2023;4001821046;1479;;ITAIBA;PL;30;0;13;390;31;11.46666666666667;1.4494;354.7419666666667;138.349367
JANEIRO/2023;4001821046;1479;;ITAIBA;PL;15;0;1;15;31;11.46666666666667;1.4494;354.7419666666667;5.321129500000001
JANEIRO/2023;4001821046;1479;;ITAIBA;PL;15;0;1;15;31;11.46666666666667;1.4494;354.7419666666667;5.321129500000001
JANEIRO/2023;4001821046;1479;;ITAIBA;MS;250;0;2;500;31;11.46666666666667;1.4494;354.7419666666667;177.3709833333334
JANEIRO/2023;4001821046;1479;;ITAIBA;ME;400;29;12;5148;31;11.46666666666667;1.4494;354.7419666666667;1826.2116444
JANEIRO/2023;4001821046;1479;;ITAIBA;ME;400;29;1;429;31;11.46666666666667;1.4494;354.7419666666667;152.1843037
JANEIRO/2023;4001821046;1479;;ITAIBA;ME;250;23;9;2457;31;11.46666666666667;1.4494;354.7419666666667;871.6010121000002
JANEIRO/2023;4001821046;1479;;ITAIBA;ME;250;23;1;273;31;11.46666666666667;1.4494;354.7419666666667;96.84455690000001
JANEIRO/2023;4001821046;1479;;ITAIBA;ME;250;23;82;22386;31;11.46666666666667;1.4494;354.7419666666667;7941.253665800002
